age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference
62,70081,4.7,5,2.3,2,5,28,11,43071,43421,7,2,6,5,6,7,5,10,5,8,1,Other,Tier 3,Store
58,128010,3.8,6,3.3,5,6,3,15,6632,79438,7,2,3,6,2,5,6,6,4,10,3,Other,Tier 1,Store
54,142686,7.9,7,4.7,4,7,21,5,34092,44822,7,3,4,4,4,5,8,9,6,7,6,Other,Tier 2,Hybrid
61,94794,8.6,3,4.5,3,5,28,8,76120,42156,6,6,4,4,9,6,9,9,4,5,9,Female,Tier 1,Hybrid
79,131406,3.8,4,1.7,4,5,19,11,76555,42395,9,3,2,3,3,6,4,7,9,4,1,Other,Tier 1,Store
56,146652,3.2,6,3.0,4,4,16,13,30766,75195,5,1,6,4,3,8,7,7,5,5,7,Female,Tier 2,Store
48,176202,7.2,6,6.0,3,9,37,9,123965,99611,5,3,4,5,6,9,10,5,5,4,6,Female,Tier 1,Hybrid
48,104311,6.0,7,1.7,3,7,38,7,102021,93515,1,9,4,5,1,6,6,7,5,8,7,Male,Tier 1,Hybrid
38,66310,6.0,7,4.1,5,9,33,5,95787,4137,9,5,5,5,6,3,8,5,1,5,5,Female,Tier 3,Hybrid
34,173522,7.9,10,4.1,9,10,24,11,129135,150000,7,7,4,5,1,9,10,7,2,4,8,Female,Tier 3,Hybrid
51,119598,4.5,11,3.9,5,5,24,6,34094,42651,6,8,4,5,4,5,10,6,10,9,10,Male,Tier 2,Store
50,219213,7.5,8,2.5,4,5,30,10,150000,60083,7,8,3,6,5,4,5,8,6,4,8,Male,Tier 2,Store
61,104378,4.2,7,1.7,6,5,12,16,78422,75490,7,3,2,7,2,6,4,10,6,6,2,Male,Tier 1,Store
37,48227,6.3,14,2.4,4,10,38,0,20272,17948,5,7,2,6,8,8,7,2,7,9,8,Female,Tier 2,Online
67,81286,10.0,3,1.2,2,8,30,8,45567,20358,8,8,7,7,8,6,7,8,3,6,5,Other,Tier 2,Hybrid
18,60742,9.5,1,5.3,5,9,43,1,150000,13988,7,6,4,9,8,4,10,6,6,8,3,Male,Tier 2,Hybrid
38,197700,10.1,5,4.4,5,10,39,5,150000,54588,5,7,5,5,7,8,7,5,7,4,5,Male,Tier 3,Online
38,132666,9.9,14,3.4,9,10,41,9,110066,80775,6,4,5,5,2,6,10,6,5,8,8,Male,Tier 3,Online
31,109717,7.0,7,3.4,7,9,26,16,24900,71878,5,3,4,6,9,5,6,2,5,9,9,Male,Tier 3,Hybrid
48,204601,7.1,1,3.5,2,7,27,7,118894,92800,4,6,5,6,6,4,7,8,7,4,7,Male,Tier 3,Store
29,49208,9.5,14,5.8,6,10,32,5,52875,43111,8,3,5,8,6,7,10,3,3,6,6,Female,Tier 3,Online
79,104599,5.6,9,2.4,6,7,2,14,5825,88950,5,6,2,5,3,6,5,10,7,10,7,Male,Tier 1,Store
59,75752,3.5,10,3.4,6,4,11,15,78919,77160,4,5,4,7,2,7,8,10,6,8,5,Other,Tier 1,Store
39,193565,7.6,2,5.6,8,10,32,2,107804,42127,5,7,5,5,5,7,10,5,4,6,8,Female,Tier 2,Store
42,166314,4.6,6,3.2,7,9,28,6,64392,89981,5,5,5,3,6,8,10,1,4,9,6,Other,Tier 3,Store
33,142083,8.5,6,5.0,7,7,19,7,150000,71016,9,9,2,6,7,3,9,6,2,8,3,Female,Tier 2,Hybrid
35,132392,9.6,5,6.0,5,10,49,6,90488,61615,8,5,4,4,10,6,10,6,7,7,5,Female,Tier 1,Hybrid
38,113862,7.9,8,4.8,5,8,29,7,67266,42786,8,4,6,6,5,9,8,8,2,5,8,Male,Tier 3,Store
38,164497,6.9,13,5.4,5,9,25,5,104075,62433,1,0,3,8,5,4,6,2,5,8,5,Female,Tier 2,Online
46,49038,7.1,11,2.9,5,7,22,10,85120,34794,7,6,4,5,4,5,7,7,3,5,8,Female,Tier 1,Hybrid
63,28271,9.3,4,6.0,5,10,27,5,60349,48171,6,3,4,3,6,6,10,6,5,8,3,Female,Tier 3,Hybrid
44,100733,6.5,3,1.3,5,8,20,0,56468,500,8,6,5,4,8,7,5,7,2,9,5,Male,Tier 2,Hybrid
25,62481,9.2,14,4.6,10,10,49,2,133840,42039,7,5,7,5,8,5,7,7,5,7,8,Female,Tier 3,Online
46,142802,6.9,8,3.5,6,9,33,2,150000,500,5,3,4,6,6,6,10,6,5,6,5,Male,Tier 2,Hybrid
31,105710,7.2,8,6.0,9,5,25,4,118566,48876,6,3,5,8,7,3,9,5,1,6,7,Female,Tier 2,Store
29,61076,7.6,13,4.2,7,9,26,7,27042,78135,9,6,6,5,6,2,5,4,1,5,2,Male,Tier 2,Hybrid
59,117239,5.7,7,2.6,9,10,22,12,70562,38306,3,6,6,8,5,3,8,7,8,4,3,Female,Tier 3,Hybrid
47,58873,10.0,5,4.5,7,10,49,6,130470,500,6,3,7,6,9,6,4,5,4,8,10,Other,Tier 3,Online
46,140248,8.3,7,4.6,6,9,38,3,150000,500,4,6,3,6,3,6,10,6,6,10,4,Other,Tier 1,Online
48,152676,6.7,6,3.7,4,7,27,4,146589,500,8,3,1,9,2,4,6,7,7,7,8,Other,Tier 1,Store
63,75733,8.2,3,0.9,5,7,43,3,117240,500,8,5,1,6,9,3,4,8,1,10,4,Other,Tier 1,Store
30,144865,10.0,12,6.0,8,10,33,3,109900,500,5,5,4,7,1,5,9,4,1,10,3,Female,Tier 3,Online
44,85445,7.7,11,4.1,4,7,28,9,89725,58199,4,4,4,9,3,6,5,6,5,10,10,Female,Tier 3,Store
58,98309,3.3,12,2.0,6,5,1,12,14828,81687,10,5,3,3,2,3,3,8,5,5,1,Female,Tier 3,Store
50,160410,6.8,10,2.6,5,8,22,10,78121,76592,10,5,5,6,1,4,6,4,6,5,6,Male,Tier 2,Store
51,170149,7.7,9,5.8,5,9,37,3,79776,34935,3,8,3,7,9,1,10,5,2,5,6,Male,Tier 1,Hybrid
45,128986,4.3,10,2.3,8,5,23,12,43234,49896,9,5,4,5,9,1,3,2,1,8,2,Female,Tier 3,Hybrid
57,78987,8.0,12,3.6,8,7,30,12,79788,74199,7,1,3,3,10,6,9,6,5,4,4,Female,Tier 3,Hybrid
56,100931,6.6,4,2.8,8,7,38,1,134826,67549,10,9,1,9,3,4,4,4,7,10,5,Female,Tier 2,Hybrid
41,111891,6.3,4,4.4,3,3,22,10,114062,62103,6,1,5,9,7,3,6,8,2,7,6,Other,Tier 3,Store
66,109122,3.6,7,2.4,5,7,26,4,129288,64428,7,6,5,4,6,6,7,4,2,9,8,Male,Tier 2,Store
48,136872,7.8,4,2.8,6,5,12,15,79542,127655,7,4,6,6,7,3,5,5,9,8,5,Female,Tier 2,Store
29,64128,11.2,12,4.5,4,10,37,0,64775,37256,6,9,3,5,9,8,7,6,4,8,7,Female,Tier 3,Online
49,52526,6.1,6,5.3,3,6,16,10,25609,73888,5,4,5,9,7,4,7,8,4,9,8,Other,Tier 2,Store
45,250000,7.2,9,2.5,5,8,39,10,150000,150000,5,6,6,6,7,4,6,5,5,6,6,Female,Tier 3,Hybrid
31,58042,9.0,5,4.8,5,10,32,12,13676,59193,5,3,3,5,2,7,7,5,2,9,4,Male,Tier 2,Hybrid
39,138370,8.8,7,3.3,5,8,33,11,68162,118254,5,7,4,6,10,3,8,8,6,8,5,Male,Tier 3,Hybrid
49,68155,8.3,8,1.3,1,7,25,8,91132,96696,6,9,7,8,6,8,6,5,7,9,6,Other,Tier 3,Store
63,110861,2.7,2,0.6,5,5,16,11,105157,78561,8,3,3,4,4,4,6,10,10,8,4,Male,Tier 1,Store
46,51314,9.2,5,2.4,4,7,30,2,56210,7279,9,6,5,4,9,6,7,9,6,6,6,Male,Tier 3,Hybrid
61,116085,10.6,1,4.2,7,9,42,0,116913,41774,6,9,3,6,6,8,8,8,7,8,3,Female,Tier 2,Hybrid
53,236960,5.2,2,3.0,4,2,17,11,114811,86454,5,7,5,5,10,4,4,7,8,9,8,Female,Tier 3,Store
28,40648,12.0,8,5.2,8,10,48,7,84279,37088,8,1,5,4,10,7,7,4,6,6,10,Female,Tier 3,Online
55,149133,5.9,5,1.9,4,7,29,6,121879,47380,3,6,5,7,8,7,8,4,6,7,1,Female,Tier 2,Hybrid
57,57958,2.0,3,2.2,2,3,0,12,3047,65264,8,5,2,6,4,3,2,5,10,6,5,Other,Tier 3,Store
37,109880,11.4,12,4.9,5,10,42,5,116504,43443,7,5,3,5,4,5,7,7,1,2,7,Male,Tier 3,Online
39,146243,10.9,8,6.0,8,10,35,6,128357,22626,4,4,4,5,7,6,10,4,4,10,3,Female,Tier 2,Online
45,106424,9.0,8,6.0,3,5,19,4,68967,65375,4,5,4,7,9,3,10,6,4,7,7,Male,Tier 2,Store
24,57942,8.5,1,4.8,7,10,30,9,110828,35420,6,5,3,7,8,6,7,4,2,7,6,Male,Tier 1,Hybrid
55,250000,7.1,7,4.2,6,7,17,11,116998,116373,1,7,3,3,4,4,9,7,5,8,7,Female,Tier 2,Store
59,178328,7.9,5,4.5,1,7,36,4,115988,80699,5,5,3,2,9,5,10,8,4,8,3,Female,Tier 1,Hybrid
33,15000,9.6,8,3.4,8,10,30,13,69514,56912,5,6,6,7,6,7,8,2,6,3,7,Female,Tier 3,Online
37,61826,10.9,10,5.3,6,8,38,6,150000,10150,10,5,7,9,10,9,10,2,2,5,4,Male,Tier 2,Online
24,170785,11.5,2,6.0,7,10,49,1,131572,54762,8,9,4,2,8,6,10,7,1,5,6,Male,Tier 2,Hybrid
55,15000,2.1,2,2.5,5,4,7,12,53383,51311,5,1,7,8,4,8,7,8,4,4,7,Female,Tier 2,Store
66,127500,4.2,2,1.2,7,5,6,10,52456,38434,5,6,4,4,5,5,3,6,2,2,3,Female,Tier 2,Store
48,126499,11.3,3,4.8,3,10,37,11,150000,31451,9,0,4,9,2,5,3,9,7,8,10,Male,Tier 3,Hybrid
46,83808,6.0,9,3.2,5,8,32,5,97441,56389,5,3,4,9,8,5,8,4,3,8,6,Other,Tier 2,Online
40,204969,10.1,3,3.4,8,9,49,4,118892,79438,1,9,4,6,8,8,7,4,4,10,7,Female,Tier 2,Hybrid
32,119437,10.5,7,4.4,7,10,42,8,128063,57279,1,4,4,6,9,7,9,7,8,9,5,Other,Tier 1,Hybrid
41,111631,7.8,11,3.0,6,10,40,9,76803,118858,8,8,1,4,6,5,7,4,5,9,6,Male,Tier 1,Hybrid
29,134234,11.3,13,4.4,7,9,29,3,131473,59722,6,0,4,5,10,8,6,5,3,8,6,Male,Tier 1,Hybrid
48,78360,5.0,10,4.5,7,6,25,12,40782,125504,4,8,6,5,4,6,10,3,10,4,10,Female,Tier 3,Hybrid
60,112713,4.8,4,2.1,3,10,33,8,72197,58771,7,4,4,5,8,6,6,9,3,8,2,Female,Tier 2,Store
22,129334,9.8,4,5.6,10,8,12,10,34870,112440,1,0,4,4,6,6,10,6,7,9,6,Female,Tier 1,Hybrid
63,132402,4.2,6,2.7,9,9,28,6,33819,53592,5,9,2,7,3,8,5,4,6,9,5,Female,Tier 2,Store
44,93507,10.2,12,6.0,4,10,38,8,73309,26649,5,6,2,9,2,6,9,7,5,8,6,Male,Tier 1,Hybrid
29,70952,7.5,11,4.7,7,10,32,7,80054,50660,7,5,4,8,7,7,5,3,3,7,7,Male,Tier 3,Online
69,113993,4.9,10,3.1,4,6,9,3,39740,46224,8,9,5,7,5,6,6,6,8,7,3,Other,Tier 2,Store
33,85082,6.4,9,4.3,8,7,13,14,48153,30122,6,0,3,6,6,4,6,4,3,6,6,Female,Tier 3,Store
38,47948,6.9,10,4.1,4,4,18,7,18185,37711,8,4,5,5,5,5,10,7,2,8,8,Male,Tier 2,Store
64,197302,5.9,11,2.8,3,6,12,17,24605,122456,6,0,2,4,2,6,1,8,8,7,4,Other,Tier 1,Store
55,60390,4.5,8,0.0,4,6,34,5,133140,40723,5,7,7,1,7,6,6,5,8,4,9,Male,Tier 3,Store
60,30655,7.2,11,3.9,4,9,14,16,3747,55731,5,6,2,5,7,7,4,6,9,10,5,Other,Tier 1,Store
73,128850,3.9,8,3.2,5,6,17,10,70127,64134,5,5,4,7,3,7,4,10,6,8,1,Male,Tier 2,Store
18,46773,7.2,8,4.2,6,9,29,7,63347,63398,7,5,1,5,5,7,8,6,4,10,4,Female,Tier 1,Hybrid
75,34755,3.7,6,4.0,3,10,39,6,50986,46100,6,5,6,3,4,6,7,10,9,8,7,Female,Tier 2,Hybrid
18,45992,3.8,8,3.2,5,10,29,11,89182,118739,6,5,5,5,10,6,9,2,3,6,4,Male,Tier 2,Hybrid
63,83756,3.3,4,3.0,5,6,3,10,900,15175,8,1,4,7,5,2,2,8,8,3,2,Female,Tier 2,Store
53,119717,5.8,1,3.1,4,8,37,1,88892,41082,6,4,4,7,8,4,7,3,7,5,9,Male,Tier 3,Store
31,113711,7.2,9,3.4,7,9,49,5,134492,500,9,7,5,9,5,4,8,6,1,10,6,Male,Tier 2,Hybrid
51,116149,5.4,10,1.8,4,9,29,15,89956,56125,6,4,4,7,8,6,5,4,5,7,4,Female,Tier 3,Hybrid
18,43372,8.8,8,4.3,4,8,36,5,67994,73937,8,2,3,8,9,7,10,1,4,10,1,Female,Tier 1,Hybrid
31,156692,6.9,9,5.3,6,10,15,19,105411,118780,5,2,3,7,2,8,7,1,1,6,10,Other,Tier 1,Hybrid
60,137171,8.1,8,1.5,6,4,24,16,69577,106411,8,9,5,6,3,5,7,9,3,10,2,Female,Tier 3,Store
30,146281,9.7,9,6.0,7,10,42,6,124337,89949,2,5,3,6,5,9,7,6,4,10,5,Male,Tier 1,Hybrid
47,138610,8.9,6,4.6,5,9,38,6,138397,34036,5,3,3,4,10,6,9,9,6,10,8,Male,Tier 1,Hybrid
36,103225,6.3,7,5.0,5,9,30,7,65320,69507,7,9,6,3,5,6,8,2,6,7,9,Female,Tier 3,Store
23,60184,10.1,5,6.0,9,10,41,4,118454,19537,10,3,4,5,7,5,9,5,1,7,1,Male,Tier 2,Hybrid
26,65421,7.0,8,6.0,9,7,21,9,39359,68179,9,5,5,7,6,6,8,5,6,10,8,Male,Tier 2,Hybrid
43,156970,7.7,6,2.7,4,3,2,17,96234,88822,5,0,5,6,3,3,5,8,7,7,4,Female,Tier 2,Store
39,122485,8.3,4,3.2,8,5,9,11,72442,64172,6,5,3,7,5,2,7,8,5,10,10,Female,Tier 2,Store
50,91608,7.7,7,3.2,6,10,31,6,95422,32340,7,8,4,6,5,6,8,8,5,10,8,Male,Tier 2,Online
18,74511,9.2,4,6.0,4,9,35,6,98947,9646,4,2,6,6,8,7,10,5,6,6,1,Male,Tier 3,Hybrid
28,113890,8.8,11,6.0,3,8,31,1,59715,21961,4,9,5,5,10,7,10,5,2,5,5,Other,Tier 3,Hybrid
51,175656,8.4,5,4.4,6,7,22,11,72732,76928,4,2,2,10,7,7,6,4,5,8,5,Female,Tier 1,Hybrid
37,161162,7.7,9,4.6,5,8,33,6,107824,58375,6,4,5,8,8,10,10,3,5,10,10,Male,Tier 3,Store
47,84064,4.9,14,2.4,5,6,10,13,66824,90460,7,5,4,10,8,5,7,9,2,6,10,Other,Tier 3,Store
51,106399,6.3,7,2.7,1,4,12,11,91209,5664,9,3,4,7,6,2,6,6,6,3,10,Male,Tier 1,Store
31,209639,10.3,14,3.8,4,10,36,8,132773,68686,3,5,4,8,9,6,9,6,4,3,5,Other,Tier 2,Online
25,166149,8.4,8,4.6,4,10,24,17,101258,54710,4,8,2,3,2,7,7,4,3,9,6,Female,Tier 2,Hybrid
44,75102,6.3,2,2.7,4,8,24,5,56440,60317,6,4,6,8,6,2,7,5,2,8,3,Male,Tier 2,Store
58,120726,6.6,14,3.2,8,7,19,10,105051,76088,6,4,4,6,3,8,9,10,3,3,5,Female,Tier 2,Store
44,101187,9.7,6,4.1,6,5,25,5,36001,62604,6,4,1,3,8,7,6,6,5,4,8,Female,Tier 2,Store
40,100407,9.2,10,3.3,5,7,17,6,104786,45237,8,7,4,8,5,7,10,8,5,7,6,Male,Tier 2,Store
47,244967,8.9,11,2.9,10,10,49,6,150000,64721,6,9,7,6,6,9,7,3,1,9,6,Male,Tier 3,Online
63,98534,5.8,11,3.4,7,7,22,6,85002,42974,3,3,5,4,2,5,9,9,5,9,1,Female,Tier 3,Store
33,90592,10.5,10,5.9,7,10,46,11,136970,45071,9,5,2,7,8,7,10,6,4,9,1,Male,Tier 1,Hybrid
38,81988,7.7,11,4.2,5,7,18,13,46065,49867,6,6,4,5,5,5,7,4,5,9,9,Male,Tier 2,Hybrid
60,83708,6.6,6,1.8,6,9,30,10,91428,95460,6,7,5,5,6,7,3,8,8,6,3,Female,Tier 3,Hybrid
32,143570,8.5,12,3.6,5,8,38,6,121426,45673,6,5,6,5,10,4,8,1,4,6,5,Female,Tier 2,Online
42,61703,8.4,6,3.6,9,6,20,17,61776,53804,6,4,7,8,4,3,5,6,2,8,7,Male,Tier 3,Store
48,59877,5.4,8,2.4,9,7,24,5,60900,53289,6,9,4,8,1,4,5,7,5,9,9,Female,Tier 2,Hybrid
36,123319,10.7,14,3.7,10,10,45,0,75501,33810,6,9,4,4,5,8,5,6,9,6,6,Female,Tier 1,Online
60,66366,8.3,6,3.8,4,5,20,14,106998,96446,7,5,3,5,1,5,8,7,5,6,1,Other,Tier 2,Store
45,75877,8.3,3,3.8,6,7,23,8,63329,103997,9,6,2,8,10,7,10,5,6,4,8,Male,Tier 2,Hybrid
41,166095,5.6,5,2.5,7,8,17,7,68945,61634,7,1,5,4,4,8,3,5,3,7,4,Female,Tier 2,Hybrid
44,89929,5.2,14,2.6,4,7,20,9,101047,119189,8,3,5,10,5,6,7,2,5,8,8,Other,Tier 2,Hybrid
38,34075,9.5,12,4.5,6,6,28,0,62524,10982,7,5,7,10,5,3,5,8,4,6,9,Female,Tier 3,Store
25,126832,8.0,6,3.8,8,10,39,11,89155,22464,8,4,3,4,10,8,7,10,4,5,9,Other,Tier 2,Hybrid
41,138640,10.5,4,3.8,4,10,35,13,123384,85542,5,6,6,6,8,4,6,8,6,5,7,Female,Tier 3,Store
37,61811,5.4,8,2.2,7,7,15,19,55208,49830,8,9,5,7,5,6,5,8,5,5,7,Male,Tier 3,Store
33,81755,7.4,5,5.5,9,10,29,1,12036,51023,6,1,2,6,10,6,8,3,1,8,5,Female,Tier 1,Hybrid
35,96417,7.1,8,2.9,5,6,26,10,119170,13595,9,3,1,3,7,7,9,3,1,4,8,Other,Tier 1,Store
18,89119,8.0,4,6.0,7,10,44,1,83004,58611,6,6,2,8,7,5,10,5,4,8,1,Female,Tier 2,Hybrid
32,95027,10.4,5,6.0,6,10,36,6,81632,85575,7,4,5,6,7,6,10,8,1,7,6,Male,Tier 3,Online
18,15000,7.8,3,4.2,6,10,15,7,48501,43043,8,8,3,4,4,6,10,3,4,8,1,Female,Tier 2,Hybrid
37,60205,11.5,8,5.4,5,8,39,8,112300,62802,7,0,5,8,5,5,8,8,6,8,6,Male,Tier 3,Hybrid
18,48905,8.1,8,6.0,8,10,31,15,49744,55775,6,7,6,5,10,7,10,5,1,5,2,Female,Tier 2,Store
49,58879,6.9,6,3.5,6,6,27,8,17812,26268,4,7,5,6,9,5,10,8,4,6,7,Female,Tier 3,Hybrid
55,170763,7.8,4,5.5,4,5,25,11,88779,98846,4,2,3,1,4,5,9,10,2,7,8,Female,Tier 1,Hybrid
42,86622,7.8,4,4.3,3,5,30,6,53623,53653,8,6,7,9,6,4,1,7,2,9,4,Female,Tier 3,Store
25,141112,9.9,14,4.8,7,8,32,6,54591,23097,7,5,5,9,7,2,7,1,3,8,7,Female,Tier 1,Hybrid
26,15000,10.9,11,6.0,8,10,45,0,141622,500,9,9,4,5,7,6,9,5,5,7,10,Male,Tier 3,Online
52,129295,6.4,9,4.3,5,4,7,12,53269,99803,6,7,7,9,7,1,10,7,9,5,9,Male,Tier 3,Store
37,204317,7.4,10,3.4,9,8,36,9,150000,20745,10,0,4,7,4,6,7,4,6,8,5,Male,Tier 2,Hybrid
52,59844,7.8,7,2.6,7,7,24,9,113393,60098,9,6,7,8,9,3,7,4,4,9,7,Female,Tier 3,Hybrid
39,131999,6.0,8,2.3,7,5,18,19,87227,118189,4,5,5,7,2,6,4,8,4,8,8,Female,Tier 3,Store
43,161335,7.2,5,3.8,10,10,40,5,94630,64430,4,4,6,5,5,4,8,5,7,9,5,Male,Tier 3,Hybrid
38,185906,10.1,11,4.7,4,10,49,2,124601,80406,4,6,3,5,8,10,10,2,7,9,7,Male,Tier 1,Online
26,94443,5.8,12,5.0,4,9,25,9,30035,73668,6,9,4,6,6,6,7,5,3,10,4,Other,Tier 2,Store
79,159823,7.3,5,5.1,4,2,13,17,111208,80004,5,6,5,5,1,3,7,10,9,8,4,Other,Tier 2,Store
46,142313,6.8,9,4.1,8,10,20,7,77732,43770,1,6,5,6,6,3,6,7,5,10,7,Male,Tier 2,Online
65,76190,4.5,4,1.9,3,7,28,12,68338,4778,9,3,4,3,8,2,6,8,8,9,7,Other,Tier 2,Hybrid
41,142902,6.5,14,3.2,3,7,21,8,76016,9466,6,5,4,8,7,7,5,5,2,8,6,Male,Tier 1,Store
35,15000,9.7,10,4.3,10,8,30,13,34194,62086,9,8,3,10,8,4,10,6,6,10,6,Male,Tier 2,Online
18,103354,6.2,3,6.0,6,6,19,11,116572,98856,4,6,6,5,6,6,8,5,2,7,5,Female,Tier 2,Hybrid
57,107255,10.8,11,2.7,9,9,40,3,150000,43837,6,9,4,5,8,7,5,6,6,7,5,Female,Tier 3,Hybrid
73,93306,5.3,6,3.5,7,4,13,11,76399,110339,6,7,6,4,5,4,9,8,7,2,3,Male,Tier 2,Store
49,78994,7.1,6,2.5,3,8,25,10,35108,29119,7,4,5,5,4,5,7,7,6,5,6,Other,Tier 3,Store
18,110832,9.0,7,2.3,6,10,47,0,81717,28826,8,9,6,6,9,3,2,1,3,6,6,Male,Tier 3,Online
33,184106,9.3,14,5.3,6,10,49,4,150000,41255,7,6,3,5,5,8,6,5,6,9,8,Male,Tier 1,Online
18,84380,7.1,1,4.2,4,9,34,12,22497,43501,7,9,2,6,7,6,10,3,1,5,5,Other,Tier 2,Hybrid
26,126643,7.8,10,5.3,3,10,36,0,85310,500,3,6,7,2,5,7,10,5,6,6,10,Male,Tier 3,Hybrid
47,111617,5.7,8,2.6,8,9,4,11,26621,65746,3,1,2,6,2,9,10,8,5,10,7,Female,Tier 2,Store
18,68502,8.0,6,3.2,8,10,42,2,135980,40720,10,5,5,4,6,5,7,3,7,10,3,Female,Tier 2,Online
35,124277,7.6,11,5.0,8,9,35,8,125575,92410,7,6,4,4,10,5,6,4,5,8,4,Male,Tier 2,Online
42,115442,8.8,10,3.7,5,9,40,11,141757,25377,5,8,2,5,5,6,4,5,3,6,4,Male,Tier 2,Hybrid
77,33140,4.8,3,0.6,3,5,28,10,83270,44929,7,2,1,8,10,10,3,8,10,7,1,Male,Tier 1,Store
40,181804,7.5,9,4.7,7,9,35,11,133326,82352,5,5,4,5,8,9,8,6,5,8,5,Female,Tier 1,Hybrid
21,98670,8.0,2,3.7,7,10,33,10,150000,90752,6,8,2,4,5,9,9,7,1,6,3,Female,Tier 2,Online
56,212962,5.9,7,3.1,4,6,29,15,150000,111182,6,5,3,1,6,5,3,10,6,6,4,Other,Tier 2,Store
47,168385,10.6,9,1.1,7,9,28,12,82349,47236,2,5,4,7,4,7,3,5,3,8,10,Female,Tier 3,Hybrid
18,90036,9.0,6,6.0,10,10,19,13,73380,53394,8,3,5,6,2,3,8,5,2,5,2,Male,Tier 2,Online
35,210375,9.3,13,4.0,6,8,34,2,122993,92416,3,7,2,4,7,10,5,5,8,8,7,Other,Tier 1,Hybrid
42,170028,8.6,9,2.1,7,9,24,5,150000,81844,7,0,5,8,7,7,8,5,4,5,5,Female,Tier 3,Store
28,31119,8.0,6,6.0,6,7,42,9,85829,25518,9,6,4,7,5,4,10,6,2,3,7,Other,Tier 3,Hybrid
44,175634,6.9,8,3.9,4,10,25,9,99177,107536,6,1,1,5,4,5,4,6,3,8,4,Male,Tier 1,Online
43,178446,6.9,6,4.1,6,9,29,0,108540,61344,10,3,3,4,4,10,8,9,3,9,4,Female,Tier 1,Hybrid
64,151306,5.0,2,3.0,5,7,25,6,54738,66477,5,4,5,3,3,6,7,10,7,7,6,Female,Tier 2,Store
21,105396,9.1,4,4.8,5,10,38,5,122495,15031,6,2,5,2,3,9,9,5,3,8,6,Male,Tier 2,Hybrid
40,102598,7.0,11,3.0,1,7,23,17,95470,113615,9,0,7,5,6,5,5,6,6,7,7,Female,Tier 3,Store
53,64906,8.0,8,2.2,4,8,17,10,53494,52493,4,8,6,10,5,4,7,7,5,3,8,Male,Tier 3,Hybrid
65,121176,6.4,8,2.8,5,4,3,18,52847,109976,7,4,2,9,3,7,5,7,6,5,5,Female,Tier 1,Store
60,75354,3.0,4,0.9,2,5,14,11,29865,72097,6,2,3,1,6,9,3,7,3,7,2,Female,Tier 2,Store
43,39324,10.0,14,6.0,5,8,43,6,97074,27688,6,6,6,10,7,6,10,5,8,8,7,Male,Tier 2,Hybrid
31,107381,8.1,11,5.7,4,6,17,10,62392,36049,8,2,2,7,3,7,9,3,1,10,7,Female,Tier 1,Store
38,202887,6.5,11,4.8,5,10,39,5,131595,55882,3,5,3,6,10,6,6,3,7,9,6,Male,Tier 2,Online
47,137906,9.6,7,4.5,7,6,33,3,65484,47786,6,3,4,8,10,6,6,8,7,5,6,Female,Tier 2,Store
30,127643,7.4,11,3.9,9,10,26,7,80779,76832,6,6,5,5,3,7,4,4,6,4,9,Female,Tier 2,Hybrid
18,113921,10.7,1,3.6,4,8,38,8,150000,80871,4,4,2,8,8,6,10,3,1,6,4,Female,Tier 1,Online
64,68971,6.5,5,1.3,6,8,21,14,78873,94266,6,4,6,6,5,6,3,10,6,10,7,Female,Tier 3,Store
34,88606,9.1,14,6.0,5,8,32,3,56806,500,6,1,5,9,8,9,10,5,7,8,9,Male,Tier 3,Hybrid
41,138864,4.3,10,2.9,7,5,14,15,70102,117262,8,4,3,6,2,4,8,9,9,6,4,Female,Tier 3,Store
36,82002,7.8,7,4.8,4,10,38,10,112107,55968,8,5,4,5,8,4,10,5,4,8,6,Other,Tier 2,Hybrid
42,167369,6.6,8,6.0,4,6,31,8,143010,102785,5,6,5,8,4,6,9,6,2,9,2,Male,Tier 1,Store
33,105707,7.3,13,6.0,6,8,23,14,56915,57607,7,5,3,9,4,8,10,1,5,6,9,Female,Tier 2,Hybrid
53,42439,5.2,5,2.5,2,5,18,8,45778,28519,6,1,6,8,5,4,6,9,5,2,7,Male,Tier 3,Store
56,147813,6.0,4,4.0,5,5,11,15,98214,113698,6,1,5,5,5,5,7,6,5,7,5,Female,Tier 1,Store
27,126094,9.1,13,6.0,5,8,20,12,88353,14278,6,6,1,7,10,6,10,8,1,10,10,Female,Tier 1,Store
66,163558,8.0,5,2.1,10,6,28,8,103433,122701,3,8,1,7,5,3,5,8,4,8,1,Female,Tier 1,Hybrid
37,146333,8.6,13,4.0,10,10,49,6,150000,80609,4,5,1,5,9,7,5,3,4,7,8,Male,Tier 1,Online
61,74211,6.4,2,3.7,8,5,14,7,34416,41221,6,6,3,5,4,6,8,4,4,3,4,Other,Tier 2,Hybrid
34,99754,7.3,9,4.7,6,7,34,2,105814,35332,7,8,6,7,5,2,10,8,5,5,4,Female,Tier 2,Store
